Location,DF_Market,TMO,Flavor,Taste,Thickness,Length,PMI SKU,Cluster SKU
Zanzibar,Tanzania,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Madrid Barajas,Spain,PMI,Regular,Full Flavor,STD,KS,1,7
DAMMAM,Saudi Arabia,PMI,Regular,Full Flavor,SLI,KS,1,2
Mendoza,Argentina,PMI,Regular,Full Flavor,SLI,KS,1,2
Vigo,Spain,PMI,Regular,Full Flavor,SLI,KS,1,2
Fukuoka,Japan,PMI,Menthol Caps,Full Flavor,STD,KS,1,3
Muscat,Oman,PMI,Regular,Full Flavor,STD,KS,1,1
Split,Croatia,PMI,Regular,Full Flavor,STD,KS,1,1
Dubrovnik,Croatia,PMI,Regular,Full Flavor,STD,KS,1,1
Toulouse,France,PMI,Regular,Full Flavor,SLI,KS,1,2
Fort-de-France,Martinique,PMI,Regular,Full Flavor,SLI,KS,1,0
Douala,Cameroon,PMI,Regular,Full Flavor,STD,KS,1,0
London Southend Airport,Great Britain,PMI,Regular,Full Flavor,STD,KS,1,5
Kingston,Jamaica,PMI,Menthol,Full Flavor,STD,KS,1,1
Trabzon Airport,Turkey,PMI,Menthol Caps,Full Flavor,STD,KS,1,5
Phu Quok,Vietnam,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Asuncion Silvio Petterossi,Paraguay,PMI,Regular,Full Flavor,SLI,KS,1,0
Phu Quok,Vietnam,PMI,Menthol,Full Flavor,STD,KS,1,1
Cancun,Mexico,PMI,NTD Caps,Full Flavor,STD,KS,1,3
Macau,Macau,PMI,Menthol,Full Flavor,STD,KS,1,0
Ras El Khaymah,United Arab Emirates,PMI,NTD Caps,Ultralights,STD,KS,1,1
Hanoi,Vietnam,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Toulouse,France DP,PMI,Regular,Full Flavor,STD,KS,1,8
Athens,Greece,PMI,Regular,Lights,STD,KS,1,1
Skiathos,Greece,PMI,Regular,Full Flavor,SLI,KS,1,8
Chubu,Japan,PMI,Menthol Caps,Full Flavor,STD,KS,1,3
Samara,Russia,PMI,Regular,Full Flavor,STD,KS,1,6
Ras El Khaymah,United Arab Emirates,PMI,Regular,Full Flavor,STD,KS,1,2
Tel-Aviv,Israel,PMI,Menthol Caps,Full Flavor,STD,KS,1,0
Abu Dhabi,United Arab Emirates,PMI,Regular,Full Flavor,STD,KS,1,2
Porto Alegre,Brazil,PMI,Regular,Full Flavor,STD,KS,1,4
Shannon,Ireland,PMI,Regular,Full Flavor,SLI,KS,1,1
Zagreb,Croatia,PMI,Regular,Full Flavor,STD,KS,1,1
Kaohsiung,Taiwan,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Port-au-Prince (Haiti),Caribbean Other,PMI,Menthol,Full Flavor,STD,KS,1,2
Aarhus,Denmark,PMI,Regular,Full Flavor,SLI,KS,1,3
Kutahya Airport,Turkey,PMI,Regular,Full Flavor,STD,KS,1,14
Nairobi,Kenya,PMI,Regular,Full Flavor,SLI,KS,1,1
Okayama,Japan,PMI,Menthol Caps,Full Flavor,STD,KS,1,3
Kingston,Jamaica,PMI,Regular,Full Flavor,SLI,KS,1,1
Urumchi Diwobao,China,PMI,Menthol Caps,Full Flavor,STD,KS,1,4
Mahon Airport,Spain DP,PMI,Regular,Full Flavor,SLI,KS,1,2
Shanghai Hongqiao,China,PMI,Menthol Caps,Full Flavor,STD,KS,1,4
Harbin Taiping,China,PMI,Menthol Caps,Full Flavor,STD,KS,1,4
Niamey,Niger,PMI,Regular,Full Flavor,STD,KS,1,0
San Salvador Comalapa,El Salvador,PMI,NTD Caps,Full Flavor,STD,KS,1,0
Florence,Italy,PMI,Regular,Full Flavor,STD,KS,1,8
Erbil International Airport,Iraq,PMI,Regular,Full Flavor,STD,KS,1,2
Seoul,South Korea,PMI,Regular,Full Flavor,STD,KS,1,5
Naples,Italy,PMI,Regular,Full Flavor,STD,KS,1,8
Chambery,France DP,PMI,Regular,Full Flavor,STD,KS,1,9
Dalian Zhoushuizi,China,PMI,Menthol,Full Flavor,STD,KS,1,3
Weihai Dashuibo,China,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Montpellier,France,PMI,Regular,Full Flavor,SLI,KS,1,2
Cancun,Mexico,PMI,Menthol Caps,Full Flavor,STD,KS,1,3
Jomo Kenyatta,Kenya,PMI,Menthol Caps,Full Flavor,STD,KS,1,0
Banja Luka,Bosnia-Herzegovinia,PMI,NTD Caps,Full Flavor,STD,KS,1,1
Male,Maldives,PMI,NTD Caps,Full Flavor,STD,KS,1,0
Sarajevo,Bosnia-Herzegovinia,PMI,NTD Caps,Full Flavor,STD,KS,1,1
Antigua,Caribbean Other,PMI,NTD Caps,Full Flavor,STD,KS,1,2
Buenos Aires - Ezeiza,Argentina,PMI,Regular,Full Flavor,STD,KS,1,1
Marseille,France DP,PMI,Regular,Full Flavor,SLI,KS,1,2
Cairo,Egypt,PMI,NTD Caps,Full Flavor,STD,KS,1,1
Suleymania Airport,Iraq,PMI,NTD Caps,Full Flavor,STD,KS,1,2
Kunming Wujiaba,China,PMI,Menthol,Full Flavor,STD,KS,1,3
Katowice,Poland,PMI,Regular,Full Flavor,SLI,KS,1,2
Santander,Spain,PMI,Regular,Full Flavor,STD,KS,1,6
Manama,Bahrain,PMI,Regular,Ultralights,STD,KS,1,0
Phnom Penh,Cambodia,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Karpathos,Greece,PMI,Regular,Full Flavor,SLI,KS,1,8
Gibraltar,Gibraltar,PMI,Regular,Full Flavor,SLI,KS,1,0
Bergen,Norway,PMI,Regular,Full Flavor,STD,KS,1,3
Natal,Brazil,PMI,Menthol,Full Flavor,STD,KS,1,1
Beirut - Rafik Hariri,Lebanon,PMI,Regular,Full Flavor,SLI,KS,1,0
Rabat,Morocco,PMI,Regular,Full Flavor,STD,KS,1,5
La Romana,Dominican Republic,PMI,NTD Caps,Full Flavor,STD,KS,1,3
Hiroshima,Japan,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Tashkent,Uzbekistan,PMI,Regular,Full Flavor,STD,KS,1,0
San Salvador Comalapa,El Salvador,PMI,Regular,Full Flavor,STD,KS,1,0
Ibiza,Spain DP,PMI,Regular,Full Flavor,SLI,KS,1,2
Banja Luka,Bosnia-Herzegovinia,PMI,Regular,Full Flavor,SLI,KS,1,2
Ngurah Rai,Indonesia,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Jerba,Tunisia,PMI,Regular,Full Flavor,STD,KS,1,4
Chitose,Japan,PMI,Menthol,Full Flavor,STD,KS,1,4
Eindhoven,Netherlands,PMI,Regular,Full Flavor,STD,KS,1,1
Moscow - Sheremetyevo,Russia,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Munich,Germany,PMI,Regular,Full Flavor,SLI,KS,1,5
Kunming Wujiaba,China,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Kuala Lumpur,Malaysia,PMI,NTD Caps,Full Flavor,STD,KS,1,1
Lisbon,Portugal,PMI,Regular,Full Flavor,SLI,KS,1,1
Brussels,Belgium,PMI,Regular,Full Flavor,STD,KS,1,1
RIYADH,Saudi Arabia,PMI,NTD Caps,Full Flavor,STD,KS,1,2
Osaka - Kansai,Japan,PMI,Menthol Caps,Full Flavor,STD,KS,1,3
Sao Paulo - Guarulhos,Brazil,PMI,Regular,Full Flavor,STD,KS,1,4
Cheongju,South Korea,PMI,Regular,Lights,SLI,KS,1,1
Doha,Qatar,PMI,Menthol Caps,Full Flavor,STD,KS,1,0
Bydgoszcz,Poland,PMI,Regular,Full Flavor,SLI,KS,1,2
Enfidha,Tunisia,PMI,Regular,Full Flavor,STD,KS,1,5
Taipei - Taoyuan,Taiwan,PMI,Regular,Full Flavor,STD,KS,1,1
Bangalore,India,PMI,Regular,Full Flavor,STD,KS,1,4
Montevideo,Uruguay,PMI,Regular,Full Flavor,STD,KS,1,1
Praia,Cape Verde,PMI,Regular,Full Flavor,STD,KS,1,1
Granada,Spain,PMI,Regular,Full Flavor,SLI,KS,1,2
Porto Alegre,Brazil,PMI,Menthol,Full Flavor,STD,KS,1,1
Puerto Plata,Dominican Republic,PMI,Menthol Caps,Full Flavor,STD,KS,1,3
Makhachkala,Russia,PMI,Regular,Full Flavor,STD,KS,1,7
St. George's Point Saline,Grenada,PMI,Menthol Caps,Full Flavor,STD,KS,1,0
Warsaw-Modlin,Poland,PMI,Regular,Full Flavor,SLI,KS,1,2
Puerto Vallarta,Mexico,PMI,Menthol Caps,Full Flavor,STD,KS,1,3
Salvador,Brazil,PMI,NTD Caps,Full Flavor,STD,KS,1,3
La Paz Manuel Marquez de Leon,Mexico,PMI,Regular,Full Flavor,SLI,KS,1,2
Humberside,Great Britain,PMI,Regular,Full Flavor,STD,KS,1,4
Guatemala City,Guatemala,PMI,NTD Caps,Full Flavor,STD,KS,1,0
Los Cabos,Mexico,PMI,NTD Caps,Full Flavor,STD,KS,1,3
Busan - Kimhae,South Korea,PMI,Regular,Full Flavor,SLI,KS,1,2
Managua,Nicaragua,PMI,Menthol Caps,Full Flavor,STD,KS,1,0
Antalya Gazipasa Airport,Turkey,PMI,Regular,Full Flavor,SLI,KS,1,8
Sierra Leone,Sierra Leone,PMI,Regular,Full Flavor,STD,KS,1,0
Lille,France,PMI,Regular,Full Flavor,SLI,KS,1,2
Brno,Czech Republic,PMI,Regular,Full Flavor,STD,KS,1,2
Phnom Penh,Cambodia,PMI,Menthol,Full Flavor,STD,KS,1,1
Beauvais,France DP,PMI,Regular,Full Flavor,STD,KS,1,8
Abu Dhabi,United Arab Emirates,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Astrakhan,Russia,PMI,Menthol,Full Flavor,STD,KS,1,1
Jinan Xiaoqiang,China,PMI,Menthol,Full Flavor,STD,KS,1,3
Guadalajara,Mexico,PMI,Regular,Full Flavor,STD,KS,1,6
Salzburg,Austria,PMI,Regular,Full Flavor,STD,KS,1,1
Valencia,Spain DP,PMI,Regular,Full Flavor,SLI,KS,1,2
Marsa Aalam,Egypt,PMI,Regular,Full Flavor,STD,KS,1,4
Nice,France,PMI,Regular,Lights,STD,KS,1,2
Asturias,Spain,PMI,Regular,Full Flavor,SLI,KS,1,2
Okayama,Japan,PMI,Menthol,Full Flavor,STD,KS,1,4
Changsha Huanghua,China,PMI,Menthol Caps,Full Flavor,STD,KS,1,4
Dortmund,Germany,PMI,Regular,Full Flavor,STD,KS,1,6
La Romana,Dominican Republic,PMI,Menthol,Full Flavor,STD,KS,1,2
Brno,Czech Republic,PMI,Regular,Full Flavor,SLI,KS,1,1
Buenos Aires - Ezeiza,Argentina,PMI,Regular,Full Flavor,SLI,KS,1,2
Cape Town,South Africa,PMI,Regular,Full Flavor,SLI,KS,1,1
Abuja,Nigeria,PMI,NTD Caps,Full Flavor,STD,KS,1,1
Baku,Azerbaijan,PMI,Regular,Full Flavor,SLI,KS,1,0
Paris Charles De Gaulle,France,PMI,Regular,Full Flavor,SLI,KS,1,2
Sandefjord-Torp,Norway,PMI,Regular,Full Flavor,STD,KS,1,3
Dalaman Airport,Turkey,PMI,NTD Caps,Full Flavor,STD,KS,1,11
Santorini,Greece,PMI,Regular,Full Flavor,STD,KS,1,9
Wroclaw,Poland,PMI,Regular,Full Flavor,SLI,KS,1,2
Tarbes - Lourdes,France,PMI,Regular,Full Flavor,SLI,KS,1,2
Christchurch,New Zealand,PMI,NTD Caps,Full Flavor,STD,KS,1,1
Port Louis,Mauritius,PMI,Regular,Full Flavor,STD,KS,1,0
Strasbourg,France,PMI,Regular,Full Flavor,STD,KS,1,6
Adana Airport,Turkey,PMI,Regular,Full Flavor,STD,KS,1,14
Ho Chi Minh,Vietnam,PMI,Menthol,Full Flavor,STD,KS,1,1
Nanchang Changbei,China,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Tbilisi,Georgia,PMI,Regular,Full Flavor,SLI,KS,1,1
Recife,Brazil,PMI,Menthol Caps,Full Flavor,STD,KS,1,2
Tel-Aviv,Israel,PMI,Regular,Ultralights,STD,KS,1,0
Corfu,Greece,PMI,Regular,Lights,STD,KS,1,1
Basseterre (Saint Kitts),Caribbean Other,PMI,Regular,Full Flavor,STD,KS,1,3
Grenoble,France,PMI,Regular,Full Flavor,STD,KS,1,6
Enfidha,Tunisia,PMI,Menthol,Full Flavor,STD,KS,1,1
Vienna,Austria,PMI,Regular,Full Flavor,SLI,KS,1,1
Taipei - Taoyuan,Taiwan,PMI,Menthol Caps,Full Flavor,SLI,KS,1,1
Basseterre (Saint Kitts),Caribbean Other,PMI,NTD Caps,Full Flavor,STD,KS,1,2
Madrid Barajas,Spain,PMI,Regular,Full Flavor,SLI,KS,1,2
Podgorica,Montenegro,PMI,Regular,Full Flavor,STD,KS,1,0
Antalya Airport,Turkey,PMI,NTD Caps,Full Flavor,STD,KS,1,11
Shenyang Taoxian,China,PMI,NTD Caps,Full Flavor,STD,KS,1,6
Weihai Dashuibo,China,PMI,Regular,Full Flavor,STD,KS,1,7
Puerto Vallarta,Mexico,PMI,Menthol,Full Flavor,STD,KS,1,1
Sharjah,United Arab Emirates,PMI,Regular,Ultralights,STD,KS,1,2
Asyut,Egypt,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Casablanca,Morocco,PMI,Menthol Caps,Full Flavor,STD,KS,1,1
Porto,Portugal,PMI,Regular,Full Flavor,SLI,KS,1,1
